pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2024077444,1,1,1,7900,360,1179,,11770121,,,,,51,2024,9,61,4,1,1,3,2,0,3,1,1,0,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,186980,665484
2024077452,1,2,3,0,,,,,446,4653,182,7182,41,2024,9,45,4,1,3,2,2,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,203982,660527
2024077468,1,1,1,6800,220,330,,130005,,,,,12,2024,7,37,4,1,4,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,15,1,210096,746051
2024077476,1,1,2,7400,504,,9999,,,,,,51,2024,12,54,4,1,5,3,1,9,0,0,0,0,5,11,9,9,9,9,9,3,3,9,4,41,411,0,13,3,186293,691707
2024077492,1,1,2,4000,751,,27,,,,,,11,2024,4,54,3,1,4,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200644,741301
2024077499,1,1,3,0,,,,,453,0,12,2069,51,2024,4,75,4,1,6,3,2,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,192200,654631
2024077527,1,1,1,3000,4484,4482,,92871492,,,,,61,2024,3,66,4,1,1,3,1,1,0,1,1,2,3,1,1,1,9,9,9,4,3,9,1,11,111,0,12,1,218470,636446
2024077530,1,1,1,3000,1631,1323,,12460415,,,,,61,2024,7,72,4,1,1,2,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220431,629766
2024077532,1,1,2,6500,422,,9999,,,,,,12,2024,5,38,1,1,3,2,3,0,3,1,0,2,3,1,1,1,9,9,9,0,0,9,3,32,324,0,14,3,191301,705129
2024077556,1,2,4,0,,,,,55,0,178,,41,2024,12,54,4,1,7,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,204968,676570
2024077572,1,1,1,5000,2648,2535,,17850921,,,,,20,2024,8,63,4,1,1,2,1,1,0,1,1,0,3,1,1,1,9,9,9,1,4,1,5,51,511,0,13,1,181306,662954
2024077591,1,1,2,7200,103,,27,,,,,,52,2024,9,47,4,1,1,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,4,44,442,0,15,1,181033,648342
2024077605,1,1,2,7900,230,,5,,,,,,51,2024,8,60,4,1,1,2,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,9,4,42,422,0,13,1,189131,665887
2024077614,1,1,2,5000,265,,9999,,,,,,20,2024,11,39,4,1,6,2,18,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,182138,669645
2024077620,1,1,4,0,,,,,7955,0,6,,12,2024,5,53,4,1,5,3,4,3,0,4,1,4,3,1,9,1,9,9,9,0,0,9,2,24,241,99,99,1,225329,749621
2024077624,1,1,4,0,,,,,4,0,1084,,20,2024,5,68,4,1,5,3,4,1,0,5,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99,99,1,182120,656784
2024077651,1,1,2,344,7001,,1,,,,,,12,2024,5,41,4,1,3,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,32,324,14,33,2,202803,706977
2024077652,1,1,2,8600,903,,9999,,,,,,20,2024,9,93,4,5,4,3,3,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,512,0,14,3,183174,665338
2024077659,1,1,1,6900,523,553,,8270004,,,,,51,2024,12,71,4,5,3,3,1,0,3,1,1,1,3,6,1,1,9,9,9,3,3,9,4,42,421,0,14,1,192566,675518
2024077661,1,1,1,5000,2302,2465,,14880823,,,,,20,2024,7,42,4,1,4,3,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179743,661886
2024077692,1,1,1,5000,2360,2383,,50822,,,,,20,2024,12,38,4,1,7,1,2,3,0,1,1,0,5,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179131,662327
2024077698,1,1,1,4000,571,362,,10760223,,,,,11,2024,11,33,4,1,4,3,2,1,0,2,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199516,747241
2024077731,1,1,2,4000,191,,9999,,,,,,11,2024,3,37,4,1,4,3,1,0,2,1,1,5,3,1,1,1,9,9,9,3,3,2,3,31,311,0,13,3,202573,744291
2024077733,1,1,1,4000,367,438,,18210001,,,,,12,2024,11,61,4,1,3,3,2,0,3,3,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,205294,746779
2024077769,1,1,2,5000,2524,,57,,,,,,20,2024,12,57,4,1,3,3,1,1,0,1,1,4,5,1,1,1,9,9,9,3,2,1,5,51,511,0,13,1,180525,663398
2024077792,1,2,3,0,,,,,375,3679,195,12281,43,2024,11,60,4,1,6,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,99,1,211783,623987
2024077794,1,1,3,0,,,,,4,44,1093,311,20,2024,8,45,4,1,3,2,2,1,0,5,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99,99,1,182604,657533
2024077807,1,1,3,0,,,,,40,431,2696,4219,52,2024,6,94,4,5,3,3,2,0,3,1,1,4,3,6,1,1,9,9,9,0,0,9,4,43,432,99,99,1,187175,647121
2024077829,1,1,2,5000,814,,9999,,,,,,20,2024,11,39,4,1,2,2,15,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,180240,666795
2024077840,1,1,4,0,,,,,6,0,,,38,2024,1,57,4,1,5,2,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,43,432,99,99,3,197008,658361
2024077875,1,1,1,3000,4565,4543,,23960845,,,,,61,2024,8,87,4,5,5,3,1,3,0,1,1,2,5,3,1,1,9,9,9,3,4,9,1,11,111,0,12,1,217779,626634
2024077882,1,1,3,0,,,,,3,7,2550,4225,52,2024,3,4,4,5,5,2,8,0,3,4,1,3,3,3,1,1,6,9,9,0,0,9,4,44,441,99,99,1,184986,634619
2024077883,1,1,2,6200,201,,9999,,,,,,20,2024,7,86,4,5,2,3,1,3,0,2,1,0,3,6,1,1,9,9,9,9,0,9,5,51,513,0,14,3,175787,658912
2024077887,1,1,2,6600,819,,9,,,,,,20,2024,5,63,4,1,7,3,1,1,0,1,1,1,3,1,1,1,9,9,9,3,3,1,5,51,513,0,14,1,177782,657868
2024077889,1,2,4,0,,,,,4371,0,4,,43,2024,7,83,4,5,3,3,5,2,0,0,1,3,3,3,1,1,9,9,9,0,0,9,7,77,777,99,99,1,226383,636956
2024077904,1,1,2,4000,128,,26,,,,,,12,2024,3,71,4,1,2,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,206442,746728
2024077924,1,1,1,8700,184,465,,7960002,,,,,51,2024,3,43,4,1,1,3,2,0,3,1,1,5,3,1,1,1,9,9,9,0,0,9,4,42,421,0,15,1,186401,676897
2024077926,1,1,4,0,,,,,90,0,4375,,12,2024,10,66,4,1,3,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,21,213,99,99,1,251481,760740
2024077959,1,1,2,7900,360,,9999,,,,,,51,2024,12,70,4,5,1,1,4,0,3,3,1,4,4,3,1,1,9,9,9,0,0,9,4,42,422,0,13,3,186982,665154
2024077961,1,1,4,0,,,,,2,0,509,,51,2024,11,86,4,5,3,2,1,0,2,5,1,4,3,3,1,1,9,9,6,8,0,9,4,41,411,99,99,1,187554,698675
2024077973,1,1,3,0,,,,,20,1,132,1,20,2024,7,30,4,1,2,3,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,180079,661606
2024077995,1,1,1,249,108,105,,20006,,,,,51,2024,9,58,4,1,4,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,4,42,422,20,31,1,193537,664931
2024077999,1,1,3,0,,,,,4,8513,2265,10943,12,2024,5,59,4,1,7,3,2,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209230,754690
2024078002,1,1,1,6400,538,596,,1160007,,,,,20,2024,5,89,4,5,7,2,2,1,0,1,1,4,4,3,1,1,9,9,9,0,0,9,5,51,511,0,14,1,183494,674482
2024078004,1,1,3,0,,,,,66,6953,259,1177,14,2024,6,35,4,1,1,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,234,99,99,1,213623,724535
2024078011,1,1,2,3000,4615,,2,,,,,,61,2024,4,37,3,1,5,3,1,9,0,0,0,0,5,11,9,9,9,9,9,3,3,1,1,11,111,0,12,1,221992,632582
2024078052,1,1,1,4000,643,917,,18380370,,,,,11,2024,11,57,4,1,3,2,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,199152,744880
2024078055,1,1,2,3000,941,,9999,,,,,,61,2024,11,85,4,5,2,3,10,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,3,218110,633617
2024078067,1,1,1,7900,424,453,,9780062,,,,,51,2024,10,37,4,1,1,2,5,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190899,666823
2024078073,1,1,3,0,,,,,40,211,1475,667,34,2024,7,38,4,1,1,3,2,2,0,4,1,0,3,1,1,1,9,9,9,0,0,9,6,62,626,99,99,1,177266,544518
2024078090,1,1,3,0,,,,,582,0,5,12070,51,2024,10,77,4,5,3,2,2,0,3,4,1,4,3,3,1,1,9,9,9,0,0,9,4,41,412,99,99,1,200669,695831
2024078091,1,2,2,3730,406,,9999,,,,,,43,2024,12,31,4,1,3,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,16,3,215880,640501
2024078093,1,1,3,0,,,,,60,50,850,7091,61,2024,11,26,4,5,3,3,4,0,3,1,1,5,3,6,2,2,9,9,9,0,0,9,1,11,111,99,99,1,219291,626609
2024078094,1,1,3,0,,,,,4,8510,2341,4048,12,2024,11,79,4,5,3,3,2,3,0,5,1,3,3,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,208827,761889
2024078098,1,1,1,7100,630,693,,8510011,,,,,38,2024,1,73,4,5,5,2,1,0,3,1,1,2,3,6,1,1,9,9,9,3,3,1,6,61,614,0,14,1,157815,618104
2024078132,1,1,3,0,,,,,44,0,371,877,20,2024,5,45,4,1,7,3,1,1,0,1,1,3,3,1,1,1,9,9,9,9,0,9,5,51,513,99,99,1,181514,659022
2024078139,1,1,3,0,,,,,431,4311,120,4200,52,2024,1,75,4,5,7,2,2,3,0,2,1,4,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,179271,651336
2024078149,1,1,4,0,,,,,6,0,932,,38,2024,4,92,4,5,6,1,3,0,3,7,1,3,3,5,1,1,9,9,9,0,0,9,6,61,611,99,99,1,183176,626661
2024078161,1,1,1,3000,4452,203,,25430121,,,,,61,2024,11,58,4,1,6,3,1,3,0,7,1,2,3,1,1,1,9,9,9,1,3,9,1,11,111,0,12,1,220727,633897
2024078170,1,1,1,7900,136,1027,,11790115,,,,,51,2024,10,90,1,5,5,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,42,422,0,13,1,187985,667402
2024078174,1,1,1,3000,429,427,,10900146,,,,,61,2024,12,80,4,5,3,3,2,0,1,1,1,4,3,5,9,1,9,9,9,0,0,9,1,11,111,0,12,1,220548,631700
2024078180,1,1,2,9000,921,,90,,,,,,34,2024,6,94,4,5,3,3,3,0,5,1,1,2,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180011,572138
2024078184,1,1,1,3000,1143,904,,92870765,,,,,61,2024,8,67,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,1,1,11,111,0,12,1,218391,633263
2024078185,1,1,2,3000,1062,,9999,,,,,,61,2024,9,81,4,5,4,3,1,1,0,7,3,2,3,10,9,5,9,9,9,4,4,9,1,11,111,0,12,3,217212,630756
2024078187,1,2,3,0,,,,,55,60,322,7199,41,2024,7,41,4,1,4,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,99,99,1,216751,680305
2024078190,1,1,1,9000,103,893,,15210021,,,,,34,2024,4,49,4,1,2,2,2,0,3,3,1,4,4,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182629,573131
2024078219,1,1,1,5000,1107,1559,,250612,,,,,20,2024,5,64,4,1,6,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179955,664089
2024078224,1,1,2,7900,555,,50,,,,,,51,2024,11,44,4,1,3,3,1,0,2,1,1,0,3,1,1,1,9,9,9,3,3,9,4,42,422,0,13,1,191364,664472
2024078226,1,1,1,9000,1270,102,,98340048,,,,,34,2024,4,92,4,5,7,3,2,0,3,3,1,5,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,183424,574035
2024078256,1,1,2,7400,357,,9999,,,,,,51,2024,3,61,4,1,1,3,4,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,3,184950,687326
2024078278,1,1,1,70,316,309,,9300003,,,,,38,2024,3,31,4,1,3,3,2,0,3,1,1,3,3,1,2,2,9,9,9,0,0,9,6,61,613,0,13,1,167162,632654
2024078279,1,2,3,0,,,,,55,5505,132,7157,41,2024,8,84,4,5,7,3,2,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,7,77,777,99,99,1,200473,677015
2024078286,1,2,2,3797,206,,60,,,,,,43,2024,9,73,4,1,5,2,1,9,0,0,0,0,5,11,9,9,9,9,9,3,3,9,7,77,777,0,15,1,204360,648169
2024078301,1,2,2,3760,143,,9999,,,,,,41,2024,3,57,4,1,6,2,10,2,0,1,1,3,3,1,9,1,9,9,9,0,0,9,7,77,777,99,18,3,199456,670461
2024078304,1,1,2,6900,526,,9999,,,,,,51,2024,1,78,4,5,7,3,4,0,3,1,1,2,3,3,1,1,9,9,9,0,0,9,4,42,421,0,14,3,193258,675387
2024078305,1,1,4,0,,,,,4,0,1194,,20,2024,2,83,4,5,7,1,1,1,0,6,1,4,3,3,1,1,9,9,9,3,3,9,4,42,422,99,99,1,185648,667094
2024078311,1,1,2,8300,5101,,68,,,,,,52,2024,12,57,4,1,4,3,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,44,442,0,13,3,182365,655140
2024078315,1,1,1,4000,621,798,,18150001,,,,,11,2024,6,65,4,1,7,3,2,0,3,2,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200122,743614
2024078322,1,1,1,3000,459,1522,,28120141,,,,,61,2024,1,84,4,5,1,2,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220962,631582
2024078325,1,1,3,0,,,,,65,0,203,1103,12,2024,4,46,2,1,1,2,2,0,3,5,0,2,3,1,1,1,9,9,9,0,0,9,3,32,323,99,99,1,207710,711990
2024078338,1,1,2,4000,314,,9999,,,,,,11,2024,7,71,4,1,2,2,1,9,0,0,0,0,5,11,9,9,9,9,4,8,0,9,3,31,311,0,13,3,200527,746682
2024078340,1,1,1,6400,406,585,,8370022,,,,,20,2024,10,38,4,1,3,3,1,3,0,1,1,3,3,1,1,1,9,9,9,3,3,1,5,51,511,0,14,1,185038,674884
2024078356,1,1,1,1309,202,209,,20001,,,,,51,2024,5,41,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,9,1,3,1,4,42,422,0,16,1,196444,662018
2024078358,1,1,2,3000,4953,,45,,,,,,61,2024,3,79,4,5,2,2,1,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,1,220797,635221
2024078360,1,1,2,7100,621,,241,,,,,,38,2024,1,82,4,5,6,3,10,3,0,1,1,2,4,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,158703,618509
2024078370,1,1,1,7100,301,311,,10800017,,,,,38,2024,4,87,4,5,1,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159361,620880
2024078377,1,1,1,9600,161,179,,15680112,,,,,12,2024,2,60,4,1,3,3,2,0,3,1,1,5,3,1,1,1,9,9,9,0,0,9,3,31,311,0,16,1,206398,748879
2024078378,1,1,1,6600,941,944,,8960073,,,,,20,2024,7,62,4,1,7,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,180518,657505
2024078382,1,1,1,3000,4113,239,,92872248,,,,,61,2024,4,66,4,1,2,2,2,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221539,633012
2024078392,1,1,1,6500,701,611,,7760007,,,,,12,2024,10,59,4,1,3,1,1,0,5,2,1,2,3,1,1,1,9,9,9,3,3,2,3,32,324,0,14,1,192727,704533
2024078405,1,1,2,1247,303,,49,,,,,,12,2024,4,55,4,1,5,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,2,3,32,323,0,16,3,204610,707506
2024078414,1,1,2,7400,417,,39,,,,,,51,2024,10,39,4,1,3,3,1,0,3,1,1,3,3,1,1,9,9,9,9,0,0,9,4,41,411,0,13,1,186947,693285
2024078436,1,1,2,6600,514,,15,,,,,,20,2024,10,50,4,1,5,3,10,1,0,2,1,1,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178570,659706
2024078463,1,1,3,0,,,,,705,,14,12550,11,2024,1,36,4,1,1,3,5,0,5,3,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,202379,741715
2024078465,1,1,3,0,,,,,45,50,275,7235,61,2024,1,23,4,5,5,3,2,0,3,4,1,3,3,3,1,2,9,9,9,0,0,9,7,77,777,99,99,1,219855,640527
2024078472,1,1,1,5000,2959,2766,,22440113,,,,,20,2024,9,32,4,1,2,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,182156,661387
2024078478,1,1,4,0,,,,,3832,0,9,,38,2024,12,32,4,1,3,2,5,2,0,4,1,4,3,1,1,1,9,9,9,0,0,9,6,61,611,99,99,1,184348,628010
2024078486,1,1,2,6800,230,,38,,,,,,12,2024,3,46,4,1,6,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,15,1,210952,746445
2024078494,1,1,2,8500,737,,9999,,,,,,52,2024,4,89,4,5,1,3,1,0,3,1,1,3,3,3,1,1,9,9,9,3,3,9,4,43,432,0,15,3,187528,647125
2024078503,1,1,4,0,,,,,4,0,902,,38,2024,2,70,4,5,2,2,8,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,99,99,1,173348,642097
2024078511,1,1,3,0,,,,,444,5443,292,2053,51,2024,4,35,4,1,5,3,2,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,195943,674831
2024078529,1,1,2,4000,996,,9999,,,,,,11,2024,6,95,4,5,5,2,2,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,196327,745399
2024078533,1,1,1,8200,182,,,,,,,,12,2024,10,29,4,1,1,3,1,0,5,1,1,3,3,1,1,1,9,9,9,1,3,2,3,31,311,0,16,2,207817,749055
2024078545,1,1,3,0,,,,,40,3933,2523,715,52,2024,7,35,4,1,2,3,2,0,3,3,1,3,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,177994,633789
2024078558,1,1,2,1342,,,9999,,,,,,34,2024,6,47,4,1,7,2,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,623,68,29,2,196365,561051
2024078569,1,1,2,6400,563,,13,,,,,,20,2024,6,55,4,1,6,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,14,1,184948,676599
2024078572,1,1,4,0,,,,,4,0,2224,,12,2024,7,5,4,5,4,1,8,1,0,3,1,3,3,3,1,1,8,9,9,0,0,9,3,31,311,99,99,1,209067,750634
2024078573,1,1,4,0,,,,,2273,0,6,,34,2024,4,32,4,1,4,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,62,624,99,99,1,224330,524618
2024078587,1,1,2,4000,975,,9999,,,,,,11,2024,2,29,4,1,1,3,10,0,2,3,1,5,3,1,2,2,6,1,9,0,0,9,3,31,311,0,13,3,198381,742753
2024078602,1,1,3,0,,,,,444,5507,356,3544,51,2024,7,65,4,1,5,3,4,0,3,4,1,4,3,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,198365,680824
2024078616,1,1,2,2640,600,,1111,,,,,,51,2024,7,28,4,1,2,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,422,0,15,3,196921,665426
2024078638,1,1,2,2400,216,,9999,,,,,,20,2024,7,92,4,5,3,2,11,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,512,0,16,3,186051,659494
2024078657,1,1,1,7100,639,641,,8260008,,,,,38,2024,4,39,4,1,3,3,1,0,3,1,1,1,4,1,1,1,9,9,9,3,3,9,6,61,614,0,14,1,158541,618158
2024078659,1,1,2,2710,,,9999,,,,,,12,2024,6,63,4,1,6,3,1,0,5,1,1,2,3,1,1,1,9,9,9,3,3,1,3,32,323,0,25,2,214504,714033
2024078660,1,1,2,469,135,,9999,,,,,,52,2024,1,72,4,5,2,3,1,3,0,1,1,4,3,3,1,1,9,9,9,1,3,2,4,44,441,99,17,3,183147,641106
2024078661,1,1,1,5000,1040,1035,,8340431,,,,,20,2024,3,29,4,1,1,3,2,1,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179504,665305
2024078666,1,1,1,8700,366,359,,10680277,,,,,51,2024,5,61,4,1,4,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,421,0,15,1,188735,678450
2024078668,1,1,4,0,,,,,90,0,1060,,34,2024,2,38,4,1,4,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,625,99,99,1,216169,472949
2024078671,1,2,3,0,,,,,465,446,110,11952,41,2024,4,42,4,1,3,1,2,2,0,4,1,4,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,203812,658193
2024078679,1,1,4,0,,,,,3,0,2429,,38,2024,1,94,4,5,3,2,2,0,2,5,1,3,4,3,1,1,9,9,9,0,0,9,6,61,611,99,99,1,176492,626333
2024078683,1,1,2,3000,937,,72,,,,,,61,2024,11,93,4,5,7,3,1,3,0,1,1,3,3,3,1,1,9,9,9,3,2,1,1,11,111,0,12,1,219219,633137
2024078689,1,1,2,8500,132,,9999,,,,,,52,2024,6,32,4,1,4,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,1,4,43,432,0,15,2,187517,648359
2024078698,1,1,3,0,,,,,444,0,410,2061,51,2024,5,58,4,1,4,2,2,1,0,4,1,4,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,200105,685276
2024078716,1,1,4,0,,,,,65,0,514,,14,2024,2,69,4,5,6,3,4,3,0,5,1,2,3,3,2,2,9,9,9,0,0,9,2,23,233,99,99,1,232967,727549
2024078723,1,1,1,5000,2524,2562,,12500912,,,,,20,2024,9,45,4,1,5,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180498,663529
2024078733,1,1,4,0,,,,,581,0,201,,12,2024,5,76,4,1,5,3,2,2,0,2,1,3,3,11,1,1,9,9,9,0,0,9,3,32,324,99,99,1,201807,704319
2024078764,1,2,4,0,,,,,60,0,1569,,41,2024,12,72,4,5,5,1,3,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,7,77,777,99,99,1,216322,682317
2024078780,1,1,3,0,,,,,60,4197,890,8024,61,2024,3,91,4,5,3,3,2,3,0,5,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,222460,637158
2024078793,1,1,1,6200,310,401,,8210041,,,,,20,2024,7,62,4,1,6,3,2,3,0,1,1,1,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176954,658131
2024078797,1,1,2,3000,390,,9999,,,,,,61,2024,7,45,4,1,3,2,1,3,0,1,1,2,3,1,1,1,9,9,9,3,2,1,1,11,111,0,12,3,220351,633906
2024078799,1,1,3,0,,,,,55,5504,65,889,51,2024,8,91,4,5,1,3,2,0,3,3,1,3,3,6,1,1,9,9,9,0,0,9,4,42,421,99,99,1,195090,676280
2024078801,1,1,1,7600,304,501,,8100002,,,,,12,2024,8,56,4,1,6,3,4,3,0,3,1,0,3,1,1,1,9,9,9,0,0,9,2,24,246,0,15,1,208917,758533
2024078840,1,1,4,0,,,,,20,0,204,,20,2024,7,61,4,1,5,3,3,1,0,5,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,182058,668465
2024078849,1,1,4,0,,,,,4,,-219,,12,2024,2,23,4,5,6,2,5,0,5,3,1,3,3,3,2,2,9,9,9,0,0,9,3,31,311,99,99,4,207753,747539
2024078864,1,1,1,7600,504,515,,280006,,,,,12,2024,9,60,4,1,3,3,2,3,0,1,1,1,3,1,1,1,9,9,9,0,0,9,2,24,246,0,15,1,207398,759243
2024078874,1,1,2,8400,260,,9999,,,,,,52,2024,10,48,2,1,4,1,3,0,3,2,1,5,3,1,1,1,9,9,9,0,0,9,4,44,441,0,14,3,180158,644475
2024078892,1,1,2,874,124,,29,,,,,,14,2024,7,32,4,1,6,2,1,3,0,1,1,5,3,1,1,1,9,9,6,8,0,9,2,23,237,0,16,1,222269,731431
2024078902,1,1,1,7800,257,249,,8620002,,,,,12,2024,1,43,4,1,7,3,2,0,3,1,1,3,4,1,1,1,9,9,9,0,0,9,3,32,324,99,16,1,195961,709389
2024078903,1,1,1,8300,307,347,,7300023,,,,,52,2024,1,46,4,1,5,3,2,0,2,1,1,5,3,1,2,2,9,9,9,0,0,9,4,44,442,0,13,1,181839,653338
2024078916,1,1,2,8400,593,,9999,,,,,,52,2024,2,51,4,1,3,3,2,0,3,2,1,4,3,1,1,1,9,9,9,0,0,9,4,44,441,0,14,3,183654,644060
2024078924,1,1,1,6500,644,889,,9800557,,,,,12,2024,1,71,4,5,5,3,2,0,3,1,1,5,4,6,1,1,9,9,9,0,0,9,3,32,324,0,14,1,190314,705561
2024078941,1,1,2,4000,949,,9999,,,,,,11,2024,6,63,4,1,6,3,5,0,1,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,3,200780,745401
2024078952,1,1,1,4000,311,944,,9950527,,,,,11,2024,12,64,4,1,4,3,2,2,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200604,745765
2024078953,1,1,1,7400,1027,1038,,10590520,,,,,51,2024,2,82,4,5,3,3,2,0,3,1,1,2,3,3,1,1,9,9,9,0,0,9,4,41,411,0,13,1,187660,688844
2024078976,1,1,2,3000,501,,9999,,,,,,61,2024,1,73,4,5,1,2,1,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,3,221355,632233
2024078981,1,1,2,2640,267,,11,,,,,,51,2024,11,31,4,1,1,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,1,4,42,422,0,15,1,197094,668188
